qGENDER,qAGECODE,qRACECODE,qEDUCATION,qINCOME,qSURVEYZONE,qZIPHOME,qBOROUGH,qLICENSE,qCARACCESS,qSMARTPHONE,qTRIPPLANAPP,qCITIBIKE,gFREIGHT1b_qFREIGHT1_mA,gFREIGHT1b_qFREIGHT2_mA,gFREIGHT1b_qFREIGHT3_mA,gFREIGHT1b_qFREIGHT4_mA,qAUTOVEHICLEFAM,qAUTOVEHICLEWILL,qAUTOVEHICLESAFE,qMARRIED,qBUILDINGb,qRENT,qCHILDREN,qEMPLOYMENT,qEMPLOYMENTCODE,qINDUSTRY,qWORKLOCATION,qWORKFH,Walk,Train/Subway,Bus,Ferry,Access-A-Ride,Membership_CarSharing,Disability_Hearing,Disability_Seeing,Disability_Walking,Disability_DailyActivity,Disability_Mental,Welfare,Freight_Usage
Female,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Middle Queens,11358.0,Queens,Yes,Yes,Yes,Daily,No,Daily,Daily,A few times a month,A few times a month,Somewhat familiar,Very willing,Somewhat safer than standard vehicles,Married,A one family house detached from any other house,Rent,Two,Employed full time (working more than 30 hours per week),Employed,Financial services,At an office,"No, do not work from home",No,No,No,No,No,Yes,No,No,No,No,No,No,Daily
Female,65 or older,"White, Non-Hispanic",Some college but degree not received or in progress,"$100,000 - $149,999",Middle Queens,11375.0,Queens,Yes,Yes,Yes,A few times a year,No,Less than a few times,A few times a year,Less than a few times,Several times a week,Not very familiar,Not at all willing,Somewhat less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Retail,Other,"No, do not work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,45-54,"White, Non-Hispanic",Some college but degree not received or in progress,"$100,000 - $149,999",Middle Queens,11385.0,Queens,Yes,Yes,Yes,A few times a month,No,A few times a month,A few times a year,A few times a month,A few times a year,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Married,A building with 2 to 9 apartments,Own,Two,Employed full time (working more than 30 hours per week),Employed,"Professional & Business Services (consulting, legal, marketing)",At an office,"No, do not work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,25-34,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Inner Brooklyn,11217.0,Brooklyn,Yes,Yes,Yes,Daily,Yes,A few times a month,Several times a week,Less than a few times,Several times a week,Somewhat familiar,Somewhat willing,Somewhat safer than standard vehicles,Single,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,"Professional & Business Services (consulting, legal, marketing)",At an office,"No, do not work from home",No,Yes,No,No,No,Yes,No,No,No,No,No,No,A few times a year
Male,25-34,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Northern Manhattan,10027.0,Manhattan,Yes,Yes,Yes,A few times a month,No,A few times a month,A few times a month,A few times a month,A few times a year,Somewhat familiar,Somewhat willing,Neither more nor less safe than standard vehicles,Married,A building with 10 to 49 apartments,Own,Two,Employed full time (working more than 30 hours per week),Employed,Financial services,At an office,"No, do not work from home",No,No,No,No,No,No,No,No,No,No,No,No,Several times a week
Male,25-34,"Black, Non-Hispanic","Associate degree (i.e., AA, AS)","$50,000 - $74,999",Northern Manhattan,10031.0,Manhattan,Yes,Yes,Yes,Daily,No,A few times a month,A few times a month,A few times a month,A few times a month,Not very familiar,Not at all willing,Neither more nor less safe than standard vehicles,Single,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Construction,Varying job sites,"No, do not work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,Several times a week
Female,45-54,"Black, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$50,000 - $74,999",Southern Bronx,10453.0,The Bronx,Yes,Yes,Yes,A few times a month,No,Less than a few times,Less than a few times,Less than a few times,A few times a year,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Divorced,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Non-profit,Other,"No, do not work from home",No,No,No,No,No,No,No,No,No,No,No,NYCHA Tenant/Section8 Recipent,A few times a month
Male,35-44,Hispanic,"Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Manhattan Core,10003.0,Manhattan,Yes,Yes,Yes,Several times a week,Yes,A few times a month,A few times a month,A few times a month,A few times a month,Somewhat familiar,Somewhat willing,Somewhat safer than standard vehicles,Married,A building with 10 to 49 apartments,Own,Three,Employed full time (working more than 30 hours per week),Employed,Construction,At an office,"No, do not work from home",Yes,No,No,No,No,Yes,Yes,No,Yes,No,No,Public Assistance/Welfare,Several times a week
Female,25-34,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$50,000 - $74,999",Middle Queens,11375.0,Queens,Yes,Yes,Yes,A few times a month,No,A few times a month,A few times a month,A few times a month,A few times a year,Not very familiar,Not very willing,Much less safe than standard vehicles,Married,A one family house detached from any other house,Own,Two,Employed part time (working less than 30 hours per week),Employed,Other,At an office,"No, do not work from home",No,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,55-64,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$75,000 - $99,999",Manhattan Core,10024.0,Manhattan,Yes,Yes,Yes,Once a week,No,Less than a few times,A few times a month,A few times a month,Several times a week,Not very familiar,Not at all willing,Much less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Financial services,At an office,"No, do not work from home",No,Yes,No,No,No,Yes,No,No,No,No,No,No,A few times a year
Female,18-24,Hispanic,"Associate degree (i.e., AA, AS)","$35,000 - $49,999",Southern Bronx,10456.0,The Bronx,No,No,Yes,Daily,Yes,A few times a year,A few times a year,A few times a year,A few times a year,Not at all familiar,Not at all willing,Somewhat less safe than standard vehicles,Married,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,"Professional & Business Services (consulting, legal, marketing)",At an office,"No, do not work from home",No,Yes,Yes,No,No,No,No,No,No,No,No,No,A few times a month
Female,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Northern Manhattan,10016.0,Manhattan,Yes,No,Yes,Once a week,No,A few times a month,A few times a month,A few times a month,A few times a month,Not very familiar,Not at all willing,Much less safe than standard vehicles,Widowed,A one family house detached from any other house,Rent,None,Employed full time (working more than 30 hours per week),Employed,Education,At an office,"No, do not work from home",Yes,No,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,35-44,"Other, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Middle Queens,11374.0,Queens,Yes,Yes,Yes,A few times a year,No,Less than a few times,A few times a month,Less than a few times,A few times a year,Not very familiar,Not very willing,Neither more nor less safe than standard vehicles,Single,A building with 50 or more apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Financial services,At an office,"No, do not work from home",Yes,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,35-44,Hispanic,"High school graduate or equivalent (i.e., GED)","$25,000 - $34,999",Staten Island,10304.0,Staten Island,Yes,Yes,Yes,A few times a year,No,Not applied,Not applied,Not applied,A few times a year,Not at all familiar,Somewhat willing,Much less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,Three,Employed full time (working more than 30 hours per week),Employed,Education,At a school or day care facility,"No, do not work from home",No,No,No,No,No,No,No,No,No,No,No,NYCHA Tenant/Section8 Recipent,A few times a month
Male,25-34,Hispanic,Some college but degree not received or in progress,"$75,000 - $99,999",Southern Bronx,10454.0,The Bronx,No,No,Yes,Several times a week,No,A few times a month,Daily,A few times a month,A few times a year,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Financial services,"At a store, restaurant, or hotel","No, do not work from home",Yes,No,No,No,No,No,No,No,Yes,No,No,NYCHA Tenant/Section8 Recipent,Daily
Female,18-24,"White, Non-Hispanic",Some college but degree not received or in progress,"$15,000 - $24,999",Northern Manhattan,10034.0,Manhattan,No,No,Yes,Several times a week,No,Less than a few times,A few times a year,Less than a few times,A few times a year,Not very familiar,Not very willing,Somewhat less safe than standard vehicles,Living in a committed partnership,A building with 10 to 49 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Arts & Entertainment,Varying job sites,"No, do not work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,45-54,"Other, Non-Hispanic","Associate degree (i.e., AA, AS)","$35,000 - $49,999",Inner Queens,11377.0,Queens,No,Yes,Yes,Several times a week,No,Not applied,Less than a few times,Not applied,Several times a week,Not very familiar,Not very willing,Much less safe than standard vehicles,Single,A one family house detached from any other house,Rent,None,Employed full time (working more than 30 hours per week),Employed,Retail,Other,"No, do not work from home",No,Yes,Yes,No,No,No,No,No,No,No,No,No,A few times a year
Female,35-44,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Northern Manhattan,10032.0,Manhattan,Yes,Yes,Yes,Several times a week,No,Less than a few times,Less than a few times,Less than a few times,A few times a year,Somewhat familiar,Not very willing,Somewhat less safe than standard vehicles,Single,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Other,At an office,"No, do not work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,18-24,"Asian, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Middle Queens,11358.0,Queens,Yes,Yes,Yes,Once a week,No,Not applied,A few times a month,Several times a week,Several times a week,Somewhat familiar,Not at all willing,Much less safe than standard vehicles,Single,A one family house detached from any other house,Own,None,Employed full time (working more than 30 hours per week),Employed,Financial services,At an office,"No, do not work from home",Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,Several times a week
Female,35-44,"Black, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$100,000 - $149,999",Inner Brooklyn,11238.0,Brooklyn,Yes,Yes,Yes,Less than a few times a year,No,Less than a few times,A few times a month,Less than a few times,A few times a month,Not very familiar,Not at all willing,Much safer than standard vehicles,Married,A building with 2 to 9 apartments,Rent,Two,Employed full time (working more than 30 hours per week),Employed,Other,At an office,"No, do not work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Male,25-34,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$50,000 - $74,999",Staten Island,10314.0,Staten Island,Yes,Yes,Yes,Several times a week,No,A few times a year,A few times a month,Daily,A few times a year,Not at all familiar,Somewhat willing,Much safer than standard vehicles,Married,A one family house detached from any other house,Own,Two,Employed full time (working more than 30 hours per week),Employed,Construction,At an office,"No, do not work from home",No,No,No,No,No,No,No,No,No,No,No,No,Daily
Male,45-54,"White, Non-Hispanic","Bachelor's degree (i.e., BA, BS, AB)","$150,000-$199,999",Inner Queens,11103.0,Queens,Yes,No,Yes,Once a week,No,Less than a few times,Less than a few times,Less than a few times,A few times a year,Not at all familiar,Not at all willing,Much less safe than standard vehicles,Living in a committed partnership,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Financial services,At an office,"No, do not work from home",No,Yes,No,No,No,Yes,No,No,No,No,No,No,A few times a month
Female,25-34,Hispanic,"Associate degree (i.e., AA, AS)","$50,000 - $74,999",Northern Bronx,10460.0,The Bronx,Yes,Yes,Yes,Several times a week,No,A few times a month,A few times a month,Less than a few times,A few times a month,Somewhat familiar,Somewhat willing,Somewhat less safe than standard vehicles,Single,A building with 10 to 49 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Other,Varying job sites,"No, do not work from home",No,Yes,No,No,No,Yes,No,No,No,No,No,No,Several times a week
Female,65 or older,"White, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$200,000 and above",Northern Manhattan,10027.0,Manhattan,Yes,Yes,Yes,A few times a month,No,Less than a few times,A few times a month,Less than a few times,Several times a week,Not at all familiar,Not very willing,Somewhat less safe than standard vehicles,Married,A building with 10 to 49 apartments,Rent,None,Employed part time (working less than 30 hours per week),Employed,Education,At a school or day care facility,"No, do not work from home",No,No,Yes,No,No,No,No,No,No,No,No,No,A few times a month
Female,35-44,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$200,000 and above",Inner Queens,11101.0,Queens,No,No,Yes,Less than a few times a year,No,Several times a week,A few times a month,Less than a few times,A few times a year,Not very familiar,Not very willing,Somewhat less safe than standard vehicles,Married,A building with 10 to 49 apartments,Own,None,Employed full time (working more than 30 hours per week),Employed,Financial services,At an office,"No, do not work from home",No,Yes,No,No,No,No,No,No,No,No,No,No,A few times a month
Female,25-34,"Asian, Non-Hispanic","Graduate degree (i.e., Master's, Professional, Doctorate)","$75,000 - $99,999",Inner Queens,11102.0,Queens,Yes,No,Yes,Several times a week,No,A few times a month,A few times a month,Less than a few times,Several times a week,Not very familiar,Not very willing,Somewhat less safe than standard vehicles,Single,A building with 2 to 9 apartments,Rent,None,Employed full time (working more than 30 hours per week),Employed,Education,At an office,"No, do not work from home",Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,A few times a year
